Cl1984,CostzPr_6_84_1,CostzPr_6_84_2,MSAVI_22_06_84,NDVI_22_06_84,SAVI_22_06_84,CostzPr_6_84_3,CostzPr_6_84_4,CostzPr_6_84_5,CostzPr_6_84_6,entropy_22_6_84_b4,entropy_22_6_84_b5,entropy_22_6_84_b7,homogeneity_22_6_84_b4,homogeneity_22_6_84_b5,homogeneity_22_6_84_b7,mean_22_6_84_b4,mean_22_6_84_b5,mean_22_6_84_b7,variance_22_6_84_b4,variance_22_6_84_b5,variance_22_6_84_b7
Br,49,22,-0.197051495,0.25,0.372093022,24,40,61,26,1.211044073,1.416869402,0.795281589,0.833333313,0.722222209,0.861111104,0.303819448,0.246527776,0.1171875,87.88513947,58.94896698,13.57277966
Br,53,24,-0.455333382,0.154929578,0.230769232,30,41,79,36,0.998872638,0.598758817,0.642860174,0.833333313,0.916666687,0.888888896,0.326388896,0.316840291,0.151041672,102.6219864,96.02651215,22.54597473
Br,60,31,-0.422439843,0.166666672,0.248520717,35,49,93,48,0.89278692,1.214889646,0,0.833333313,0.75,1,0.368055552,0.363715291,0.1875,132.8283691,130.4536591,33.78515625
Br,60,31,-0.422439843,0.166666672,0.248520717,35,49,93,48,0.89278692,1.214889646,0,0.833333313,0.75,1,0.368055552,0.363715291,0.1875,132.8283691,130.4536591,33.78515625
Set,73,38,-0.639917433,0.096153848,0.143540666,47,57,99,61,1.735126495,1.860089779,1.262836695,0.583333313,0.411111116,0.722222209,0.431423604,0.418402791,0.262152791,175.8383484,173.2761841,67.19683838
Set,76,39,-0.708676338,0.075471699,0.112676054,49,57,104,66,1.889159203,0.949314296,0.810313582,0.550000012,0.75555557,0.833333313,0.457465291,0.434027791,0.276041657,205.6886292,184.2578278,74.27990723
Br,60,30,-0.502499938,0.139534891,0.208092481,37,49,94,48,1.031787634,1.262836695,0.17441605,0.805555582,0.777777791,0.972222209,0.365451396,0.361111104,0.186631948,130.4140472,125.5625153,33.79524994
Br,60,31,-0.422439843,0.166666672,0.248520717,35,49,93,48,0.89278692,1.214889646,0,0.833333313,0.75,1,0.368055552,0.363715291,0.1875,132.8283691,130.4536591,33.78515625
Br,48,22,-0.168333307,0.261538476,0.389312983,24,41,63,28,1.735126495,1.629040718,1.226076007,0.588888884,0.672222197,0.833333313,0.307291657,0.256076396,0.121527776,92.57263184,60.41279984,13.54100704
Br,53,23,-0.377938777,0.181818187,0.270676702,27,39,67,33,1.581093788,0.516285479,1.211044073,0.74444443,0.916666687,0.805555582,0.286458343,0.278645843,0.134548604,80.46516418,74.23505402,17.85201645
Br,55,26,-0.796501279,0.047619049,0.070866145,30,33,68,42,1.211044073,1.229921699,1.185820341,0.76111114,0.688888907,0.722222209,0.247395828,0.289930552,0.180555552,56.87952805,78.1342926,30.319664
Br,50,21,-0.258869946,0.225806445,0.335999995,24,38,65,29,1.211044073,0.766212225,0.516285479,0.805555582,0.888888896,0.944444418,0.302951396,0.286458343,0.128472224,87.90139008,77.9732666,15.96018124
Br,71,40,-0.605071127,0.107142858,0.159999996,50,62,117,63,2.120208263,1.860089779,0.973648906,0.566666663,0.699999988,0.805555582,0.446180552,0.440972209,0.238715276,196.6427765,190.5402069,55.39672089
Br,63,31,-0.614661753,0.103448279,0.154285714,39,48,102,54,2.120208263,1.504077435,1.166942596,0.527777791,0.733333349,0.833333313,0.396701396,0.409722209,0.230902776,151.4409485,158.7373199,50.66674423
Set,64,31,-0.455169708,0.155555561,0.232044205,38,52,94,50,1.706057072,1.36507678,1.075888991,0.572222233,0.772222221,0.833333313,0.426215291,0.3828125,0.220486104,175.9762268,140.3444672,46.18404388
Br,66,34,-0.62973696,0.0989011,0.147540987,41,50,98,54,1.229921699,1.075888991,0.95477128,0.483333319,0.788888872,0.833333313,0.403645843,0.411458343,0.227430552,156.6467285,161.3799438,49.09996033
Set,73,36,-0.719584584,0.071428575,0.106508873,39,45,75,44,1.889159203,1.783073425,1.368922353,0.527777791,0.605555534,0.722222209,0.381076396,0.323784709,0.203125,138.3591461,98.37413025,39.20098114
Set,77,38,-0.713504016,0.073684208,0.109947644,44,51,78,47,1.581093788,1.658110142,1.427061081,0.5,0.672222197,0.777777791,0.392361104,0.342881948,0.208333328,145.9440765,109.5043335,40.53414536
Set,65,32,-0.513296008,0.135802463,0.202453986,35,46,76,42,1.937106133,1.966175556,1.812142849,0.594444454,0.477777779,0.649999976,0.394965291,0.338541657,0.205729172,154.6180267,108.6702423,39.61296463
Set,62,30,-0.382361621,0.180722892,0.269461066,34,49,82,47,1.273028374,1.262836695,0.843228579,0.75,0.777777791,0.916666687,0.375868052,0.328125,0.193576396,138.0369415,104.8472748,36.51741028
Set,68,36,-0.613307059,0.104166664,0.15544042,43,53,100,63,1.937106133,1.812142849,1.258991003,0.661111116,0.544444442,0.788888872,0.386284709,0.366319448,0.239583328,146.5350342,133.5350342,56.99721527
Set,66,36,-0.643673182,0.094736844,0.141361251,43,52,94,60,1.445938706,1.754004121,1.658110142,0.694444418,0.74444443,0.716666639,0.389756948,0.368055552,0.230034724,145.7846527,131.243515,51.12353516
Set,68,35,-0.576334953,0.115789473,0.172774866,42,53,97,57,0.9163993,1.397991657,1.262836695,0.833333313,0.727777779,0.722222209,0.407986104,0.3828125,0.237847224,161.4681549,143.0371704,55.40958405
Set,65,34,-0.539337516,0.127659574,0.190476194,41,53,92,54,1.676987767,1.889159203,1.416869402,0.616666675,0.649999976,0.722222209,0.396701396,0.361979157,0.223958328,153.6861267,129.129425,49.37080765
Set,63,31,-0.555817902,0.121951222,0.181818187,36,46,82,50,1.211044073,1.41302371,0.762366593,0.833333313,0.683333337,0.833333313,0.354166657,0.344618052,0.213541672,120.764328,111.5026321,43.26203918
Set,63,31,-0.492346346,0.142857149,0.213017747,36,48,87,53,0.998872638,1.812142849,1.031787634,0.805555582,0.633333325,0.777777791,0.377604157,0.340277791,0.210069448,137.7739563,114.2964172,43.30764389
Set,63,30,-0.513296008,0.135802463,0.202453986,35,46,80,49,1.310783625,1.383954406,1.320975304,0.722222209,0.777777791,0.722222209,0.359375,0.328125,0.203125,123.125679,102.8090515,39.20098495
Set,62,31,-0.59830147,0.108433738,0.161676645,37,46,82,50,0.516285479,1.233767271,0.26485309,0.916666687,0.75,0.944444418,0.346354157,0.341145843,0.217013896,115.9787598,113.8333969,46.0089035
Set,61,30,-0.580483556,0.113924049,0.169811323,35,44,82,52,1.629040718,1.397991657,1.288060427,0.600000024,0.716666639,0.733333349,0.364583343,0.349826396,0.222222224,131.1005096,113.6484222,46.16049194
Set,68,36,-0.613307059,0.104166664,0.15544042,43,53,100,63,1.937106133,1.812142849,1.258991003,0.661111116,0.544444442,0.788888872,0.386284709,0.366319448,0.239583328,146.5350342,133.5350342,56.99721527
Set,65,31,-0.866428792,0.028571429,0.04255319,34,36,67,39,1.966175556,1.676987767,1.629040718,0.51111114,0.550980389,0.649999976,0.284722209,0.241319448,0.155381948,78.67062378,55.07844543,22.72716713
Set,57,26,-0.586701155,0.111111112,0.165354326,28,35,42,25,2.04319191,1.104958296,0.839382946,0.611111104,0.861111104,0.916666687,0.248263896,0.209201396,0.1328125,59.36685181,41.92110062,16.89611816
Set,64,31,-0.777164757,0.054054055,0.080536909,35,39,52,31,1.152905345,1.273028374,1.0720433,0.735470057,0.805555582,0.805555582,0.280381948,0.230034724,0.1328125,74.6496048,50.67907333,16.89611244
Set,68,33,-1.153483748,-0.046153847,-0.068702288,34,31,46,26,2.04319191,2.04319191,1.754004121,0.570915043,0.680780768,0.748717964,0.245659724,0.223958328,0.151041672,57.51595688,50.86527252,23.57967377
Set,68,32,-0.971002281,0,0,33,33,62,39,1.52295506,1.581093788,1.493885756,0.661111116,0.694444418,0.74444443,0.276909709,0.259548604,0.171875,70.6103363,63.79925156,28.26912689
Set,60,26,-1.035066128,-0.018181818,-0.027027028,28,27,44,29,1.860089779,1.676987767,1.166942596,0.588888884,0.622222245,0.75,0.232638896,0.208333328,0.134548604,54.53868866,44.21934128,17.85201645
Set,91,42,-1.114791036,-0.034482758,-0.051428571,45,42,92,61,2.197224617,2.120208263,1.735126495,0.112835594,0.28841126,0.327777773,0.344618052,0.342881948,0.231770828,129.1621704,126.5681305,58.61122894
Set,73,37,-0.92585808,0.012987013,0.019354839,38,39,62,41,1.966175556,1.783073425,1.629040718,0.612091482,0.483333319,0.694444418,0.2734375,0.230034724,0.151909724,75.60778809,52.23471832,24.09333038
Set,62,27,-0.688776612,0.079365082,0.11811024,29,34,48,26,1.676987767,1.783073425,1.00271821,0.555555582,0.688888907,0.800000012,0.251736104,0.220486104,0.135416672,60.70226288,48.24614716,18.06694794
Set,67,30,-0.970135927,0,0,32,32,43,26,0.998872638,1.552024364,1.214889646,0.805555582,0.844444454,0.833333313,0.245659724,0.194444448,0.121527776,58.51771927,35.55015564,13.54100323
Set,83,44,-0.943895817,0.009708738,0.014492754,51,52,87,58,2.197224617,2.014122486,1.889159203,0.2251634,0.492481887,0.48318249,0.323784709,0.295138896,0.200520828,111.9033813,94.58325195,44.76648712
Set,68,33,-1.153483748,-0.046153847,-0.068702288,34,31,46,26,2.04319191,2.04319191,1.754004121,0.570915043,0.680780768,0.748717964,0.245659724,0.223958328,0.151041672,57.51595688,50.86527252,23.57967377
Set,70,37,-0.668838203,0.086956523,0.129729733,42,50,82,49,1.735126495,1.493885756,1.075888991,0.627777755,0.694444418,0.861111104,0.389756948,0.322048604,0.193576396,146.229126,100.6703033,36.51741791
Set,73,36,-0.622350276,0.101123594,0.150837988,40,49,77,46,1.445938706,1.552024364,1.211044073,0.733333349,0.666666687,0.777777791,0.392361104,0.338541657,0.206597224,145.7218628,111.8530655,41.95473099
Set,77,39,-0.650253952,0.092783503,0.138461545,44,53,85,52,1.966175556,1.464816332,0.516285479,0.649999976,0.649999976,0.916666687,0.410590291,0.358506948,0.217881948,162.2909088,125.6208115,45.99712753
Set,83,44,-0.704750597,0.07692308,0.114893615,54,63,105,64,2.197224617,1.966175556,1.735126495,0.477777779,0.600000024,0.677777767,0.439236104,0.407986104,0.25,185.2276611,163.2459564,62.56250381
Set,82,44,-0.763338506,0.05982906,0.089361705,55,62,102,61,2.04319191,2.014122486,1.966175556,0.422222227,0.645424843,0.616666675,0.4375,0.403645843,0.245659724,188.6219788,158.8690338,60.07331085
Set,77,39,-0.751794219,0.0625,0.093264252,45,51,79,51,1.658110142,1.493885756,0.348832101,0.777777791,0.611111104,0.944444418,0.402777791,0.338541657,0.21875,153.7579346,109.3727112,45.98535538
Set,73,38,-0.636839211,0.096774191,0.144385025,42,51,79,48,1.226076007,1.475008011,1.291905999,0.74444443,0.694444418,0.777777791,0.385416657,0.318576396,0.199652776,143.1971588,96.21472168,37.84426117
Set,72,37,-0.655365944,0.090909094,0.135593221,40,48,81,48,1.214889646,0.998872638,0.516285479,0.805555582,0.805555582,0.916666687,0.374131948,0.316840291,0.190104172,135.3830261,96.02650452,35.15708923
Set,75,38,-0.6983096,0.078431375,0.117073171,47,55,91,54,2.04319191,1.937106133,1.204697967,0.433333337,0.550000012,0.777777791,0.388888896,0.3515625,0.204861104,148.7192078,123.9656143,41.97715759
Set,66,29,-0.862755656,0.029411765,0.043795619,33,35,68,44,1.599971414,1.783073425,0.598758817,0.355555564,0.355555564,0.916666687,0.3125,0.336805552,0.191840276,92.20879364,106.2253265,35.13653946
Set,75,41,-0.657583356,0.090909094,0.135746613,50,60,105,62,1.060856938,1.889159203,1.291905999,0.888888896,0.722222209,0.805555582,0.454861104,0.432291657,0.266493052,202.1976318,181.62323,68.95547485
Set,81,45,-0.763338506,0.05982906,0.089361705,55,62,126,79,1.706057072,1.676987767,1.416869402,0.594444454,0.594444454,0.666666687,0.493923604,0.502604187,0.314236104,237.770401,247.7237091,96.29977417
Set,81,44,-0.784741044,0.053571429,0.079999998,53,59,121,76,1.599971414,1.552024364,1.445938706,0.74444443,0.716666639,0.733333349,0.482638896,0.486979157,0.300347209,220.9875641,227.5311432,85.90579987
Set,76,35,-1.084406734,-0.028571429,-0.04255319,36,34,64,45,1.966175556,1.889159203,1.291905999,0.416666657,0.427777767,0.805555582,0.290798604,0.302951396,0.200520828,77.40578461,85.59164429,37.83361053
Set,74,34,-0.972592473,0,0,35,35,65,42,2.120208263,2.120208263,0.439269155,0.388888896,0.477777779,0.916666687,0.289930552,0.300347209,0.188368052,82.1809082,87.9058075,33.77507401
Set,77,35,-0.973323822,0,0,36,36,68,46,1.966175556,2.04319191,0,0.372222215,0.5,1,0.316840291,0.317708343,0.1875,94.1673584,94.85791016,33.78515625
Set,77,35,-0.921998918,0.01369863,0.020408163,36,37,70,46,1.812142849,1.52295506,0.17441605,0.477777779,0.438888878,0.972222209,0.314236104,0.323784709,0.188368052,93.32830811,97.66836548,33.77506638
Set,83,42,-1.292194963,-0.07692308,-0.114649683,42,36,53,31,1.966175556,2.120208263,1.493885756,0.39625439,0.214885652,0.343267977,0.322048604,0.271701396,0.166666672,91.36149597,57.18070602,21.65748215
Set,83,38,-1.072226286,-0.024390243,-0.036363635,42,40,80,51,2.04319191,2.120208263,0.969803274,0.483333319,0.527777791,0.805555582,0.342881948,0.358506948,0.217881948,113.5392532,121.55793,47.61537933
Set,88,42,-1.336194515,-0.086419754,-0.128834352,44,37,72,50,1.889159203,1.504077435,1.629040718,0.550000012,0.627777755,0.666666687,0.313368052,0.296006948,0.203125,91.52570343,82.3399353,39.42320251
Set,78,37,-0.889976859,0.023255814,0.03468208,42,44,72,43,1.889159203,1.629040718,1.52295506,0.638888896,0.805555582,0.666666687,0.332465291,0.287326396,0.184027776,107.6846695,80.44968414,32.86642838
Set,81,39,-1.022466183,-0.011494253,-0.017142856,44,43,73,44,2.197224617,2.04319191,1.647918463,0.467647046,0.478758156,0.661111116,0.292534709,0.296006948,0.184895828,85.51421356,85.45137787,33.5232811
Set,73,33,-0.972592473,0,0,35,35,60,41,2.04319191,1.889159203,0.766212225,0.527777791,0.411111116,0.861111104,0.280381948,0.289930552,0.186631948,73.48995972,76.5320816,32.61450577
Set,89,43,-1.064471483,-0.021739131,-0.032432433,47,45,94,55,1.52295506,2.04319191,0.998872638,0.550000012,0.716666639,0.916666687,0.368923604,0.337673604,0.203993052,127.8612595,110.0575409,40.58926773
Set,66,31,-0.661634922,0.088607594,0.132075474,36,43,69,40,1.339853048,1.442093134,1.310783625,0.694444418,0.805555582,0.694444418,0.327256948,0.278645843,0.169270828,102.6044006,74.45727539,28.07437134
Set,68,36,-0.707909524,0.07526882,0.112299465,43,50,86,47,1.937106133,1.427061081,1.185820341,0.51111114,0.677777767,0.75,0.361111104,0.305555552,0.176215276,128.9266968,92.82795715,30.36728477
Set,66,33,-0.512253404,0.13636364,0.203389823,38,50,70,40,1.291905999,1.214889646,1.152905345,0.666666687,0.722222209,0.638888896,0.359375,0.293402791,0.171006948,123.125679,83.98847961,29.24028397
Set,62,29,-0.342822284,0.19480519,0.290322572,31,46,68,38,1.273028374,1.310783625,1.310783625,0.722222209,0.74444443,0.777777791,0.362847209,0.296875,0.173611104,127.998558,81.87979889,28.02859688
Set,62,31,-0.481767356,0.146341458,0.218181819,35,47,77,42,1.181974649,1.735126495,1.079734564,0.611111104,0.716666639,0.833333313,0.368055552,0.309895843,0.177083328,130.3546295,92.30037689,30.35775948
Set,62,30,-0.536096632,0.128205135,0.191082805,34,44,70,39,1.152905345,1.599971414,0.839382946,0.833333313,0.705555558,0.916666687,0.34375,0.275173604,0.1640625,113.7778931,72.68937683,25.75782585
Set,66,31,-0.661634922,0.088607594,0.132075474,36,43,69,40,1.339853048,1.442093134,1.310783625,0.694444418,0.805555582,0.694444418,0.327256948,0.278645843,0.169270828,102.6044006,74.45727539,28.07437134
Set,62,31,-0.5461725,0.125,0.1863354,35,45,71,39,1.706057072,1.273028374,1.137873292,0.644444466,0.73888886,0.75,0.354166657,0.290798604,0.169270828,121.6532364,82.65641785,28.0743885
Set,93,46,-1.478119016,-0.116279073,-0.173410401,48,38,71,45,1.288060427,1.214889646,0.598758817,0.76111114,0.75555557,0.916666687,0.282118052,0.277777791,0.183159724,78.2721405,74.69445801,32.65411758
Set,90,45,-1.439054966,-0.108433738,-0.161676645,46,37,66,44,0.9163993,1.350044727,0.17441605,0.783333361,0.805555582,0.972222209,0.290798604,0.290798604,0.186631948,80.16545105,81.98966217,33.79524994
Set,64,30,-0.47073558,0.150000006,0.223602489,34,46,68,39,0.921856284,1.966175556,1.676987767,0.805555582,0.5,0.550000012,0.339409709,0.293402791,0.1796875,109.1323776,82.83150482,30.77364349
Set,68,34,-0.614661753,0.103448279,0.154285714,39,48,70,40,1.658110142,1.581093788,1.262836695,0.633333325,0.688888907,0.777777791,0.345486104,0.276041657,0.170138896,113.9631119,72.67458344,28.0652256
Set,61,30,-0.447191238,0.157894731,0.235294119,32,44,66,36,1.504077435,1.291905999,0.906824231,0.727777779,0.74444443,0.777777791,0.344618052,0.274305552,0.163194448,113.759407,70.6539917,24.58064842
Set,62,31,-0.5461725,0.125,0.1863354,35,45,71,39,1.706057072,1.273028374,1.137873292,0.644444466,0.73888886,0.75,0.354166657,0.290798604,0.169270828,121.6532364,82.65641785,28.0743885
Set,62,30,-0.47073558,0.150000006,0.223602489,34,46,75,43,1.416869402,1.416869402,1.310783625,0.722222209,0.805555582,0.666666687,0.361111104,0.294270843,0.170138896,125.5625,83.97259521,28.06521225
Set,62,30,-0.513296008,0.135802463,0.202453986,35,46,69,38,1.079734564,1.475008011,1.262836695,0.638888896,0.583333313,0.638888896,0.355034709,0.290798604,0.172743052,120.7452621,82.21188354,29.22158432
Set,63,31,-0.481767356,0.146341458,0.218181819,35,47,78,45,1.599971414,1.812142849,1.288060427,0.694444418,0.649999976,0.777777791,0.353298604,0.309895843,0.184027776,121.2278366,92.30032349,32.86643982
Set,62,30,-0.47073558,0.150000006,0.223602489,34,46,75,43,1.416869402,1.416869402,1.310783625,0.722222209,0.805555582,0.666666687,0.361111104,0.294270843,0.170138896,125.5625,83.97259521,28.06521225
Set,62,30,-0.47073558,0.150000006,0.223602489,34,46,75,43,1.416869402,1.416869402,1.310783625,0.722222209,0.805555582,0.666666687,0.361111104,0.294270843,0.170138896,125.5625,83.97259521,28.06521225
Set,64,34,-0.563561082,0.119999997,0.179104477,44,56,83,48,1.676987767,2.120208263,1.706057072,0.48888889,0.522222221,0.661111116,0.446180552,0.369791657,0.207465276,188.6071167,128.9529572,40.76742172
Set,68,35,-0.606025994,0.106382981,0.158730164,42,52,84,48,1.570902109,1.831020474,1.368922353,0.561111093,0.633333325,0.75,0.4296875,0.347222209,0.202256948,176.1065674,114.5929794,39.21183777
Set,65,36,-0.544474781,0.126213595,0.188405797,45,58,96,50,1.860089779,1.214889646,0.925701916,0.661111116,0.816666663,0.861111104,0.443576396,0.384548604,0.219618052,187.3447266,145.9102478,47.59144974
Set,69,36,-0.627087951,0.100000001,0.149253726,45,55,90,51,2.014122486,1.937106133,1.599971414,0.5,0.600000024,0.722222209,0.447916657,0.375,0.211805552,195.6937866,140.2797089,43.50708008
Set,64,34,-0.563561082,0.119999997,0.179104477,44,56,83,48,1.676987767,2.120208263,1.706057072,0.48888889,0.522222221,0.661111116,0.446180552,0.369791657,0.207465276,188.6071167,128.9529572,40.76742172
Set,65,34,-0.696036398,0.078651689,0.117318437,41,48,86,46,1.966175556,1.552024364,1.060856938,0.48888889,0.649999976,0.777777791,0.359375,0.308159709,0.177083328,126.7124939,94.82066345,31.5406208
Set,63,33,-0.632960021,0.097560972,0.145454541,37,45,71,43,1.36507678,1.36507678,1.137873292,0.733333349,0.788888872,0.75,0.34375,0.276041657,0.165798604,113.7778854,72.45236206,25.74025917
Set,60,29,-0.598099709,0.108108111,0.161073819,33,41,67,37,1.416869402,1.214889646,0.925701916,0.588888884,0.805555582,0.916666687,0.335069448,0.280381948,0.1640625,109.4452209,76.25396729,25.75782013
Set,68,36,-0.707909524,0.07526882,0.112299465,43,50,86,47,1.937106133,1.427061081,1.185820341,0.51111114,0.677777767,0.75,0.361111104,0.305555552,0.176215276,128.9266968,92.82795715,30.36728477
Set,65,34,-0.696036398,0.078651689,0.117318437,41,48,86,46,1.966175556,1.552024364,1.060856938,0.48888889,0.649999976,0.777777791,0.359375,0.308159709,0.177083328,126.7124939,94.82066345,31.5406208
Set,68,33,-0.624826849,0.100000001,0.149068326,36,44,74,43,0.843228579,1.676987767,0.89278692,0.861111104,0.705555558,0.944444418,0.346354157,0.282118052,0.166666672,115.9787598,78.27210999,26.91666985
Br,55,26,-0.598099709,0.108108111,0.161073819,33,41,71,41,0.921856284,0.762366593,1.060856938,0.861111104,0.888888896,0.833333313,0.3046875,0.288194448,0.178819448,89.91228485,79.98970032,30.33869171
Set,65,34,-0.474994302,0.148936167,0.222222224,40,54,82,47,1.889159203,1.211044073,1.581093788,0.5,0.805555582,0.638888896,0.40625,0.348090291,0.209201396,156.3594818,116.1636276,43.54126358
Set,65,34,-0.458318084,0.15463917,0.230769232,41,56,81,49,1.493885756,1.273028374,1.12383604,0.550000012,0.777777791,0.75,0.412326396,0.354166657,0.209201396,159.3384094,120.7643204,41.92108536
Set,63,30,-0.410632789,0.170731708,0.25454545,34,48,68,38,1.075888991,1.166942596,1.104958296,0.861111104,0.833333313,0.861111104,0.3671875,0.293402791,0.167534724,130.3744049,81.94256592,26.9077034
Set,68,33,-0.624826849,0.100000001,0.149068326,36,44,74,43,0.843228579,1.676987767,0.89278692,0.861111104,0.705555558,0.944444418,0.346354157,0.282118052,0.166666672,115.9787598,78.27210999,26.91666985
Br,58,28,-0.480109155,0.146666661,0.218543053,32,43,70,39,1.966175556,2.120208263,1.599971414,0.516666651,0.427777767,0.705555558,0.339409709,0.313368052,0.174479172,114.5372925,97.42813873,30.60860443
Br,64,31,-0.676292598,0.084337346,0.1257485,38,45,88,48,1.629040718,1.937106133,1.442093134,0.633333325,0.544444442,0.777777791,0.357638896,0.355902791,0.192708328,125.8624802,126.7902756,36.75009918
Br,70,36,-0.746951103,0.063829787,0.095238097,44,50,93,51,1.812142849,2.120208263,1.812142849,0.51111114,0.449999988,0.649999976,0.347222209,0.3359375,0.186631948,119.3274307,113.9082108,35.6427002
Br,58,28,-0.480109155,0.146666661,0.218543053,32,43,70,39,1.966175556,2.120208263,1.599971414,0.516666651,0.427777767,0.705555558,0.339409709,0.313368052,0.174479172,114.5372925,97.42813873,30.60860443
Br,70,36,-0.746951103,0.063829787,0.095238097,44,50,93,51,1.812142849,2.120208263,1.812142849,0.51111114,0.449999988,0.649999976,0.347222209,0.3359375,0.186631948,119.3274307,113.9082108,35.6427002
Set,69,34,-1.026657224,-0.01369863,-0.020408163,37,36,48,30,1.754004121,1.966175556,1.368922353,0.388888896,0.416666657,0.594444454,0.309027791,0.250868052,0.153645828,95.65058136,63.1602478,24.2991066
Set,68,29,-1.098202586,-0.033333335,-0.049586777,31,29,48,28,1.676987767,1.658110142,1.442093134,0.661111116,0.683333337,0.688888907,0.235243052,0.212673604,0.144097224,54.50061798,44.16241074,21.12034988
Set,65,32,-0.455169708,0.155555561,0.232044205,38,52,83,50,1.735126495,0.89278692,1.291905999,0.477777779,0.805555582,0.666666687,0.414930552,0.349826396,0.208333328,167.5518036,115.9040146,40.53414536
